s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-1.6501809E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6501809E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0017405E+000, 1.3882961E-001,-2.4409792E-002, 1.7317803E-003,-1.4795181E-002, 2.0878558E-005, 0.0000000E+000, 0.0000000E+000, 9.6991245E-002, 1.0137729E-001, 0.0000000E+000, 6.9680090E-006, 0.0000000E+000, 0.0000000E+000
 4.0003047E+000, 7.4439260E+000,-1.7817612E+000,-2.5226440E+000,-3.9066397E-001, 1.7831389E-003, 0.0000000E+000, 0.0000000E+000, 2.6789262E+000, 2.7506400E+000, 0.0000000E+000, 4.6549140E-004, 0.0000000E+000, 0.0000000E+000
 6.0002151E+000, 2.0781515E+001,-5.1302881E+000,-1.4918021E+001,-4.1107310E-001, 2.1771788E-003, 0.0000000E+000, 0.0000000E+000, 1.6070154E-001, 3.2430972E-001, 0.0000000E+000, 1.1027348E-003, 0.0000000E+000, 0.0000000E+000
 8.0002613E+000, 2.6567147E+001,-6.5401411E+000,-1.9107942E+001,-3.1222356E-001, 1.8269621E-003, 0.0000000E+000, 0.0000000E+000, 4.5362748E-001, 6.0866731E-001, 0.0000000E+000, 1.4023892E-003, 0.0000000E+000, 0.0000000E+000
 1.0000072E+001, 3.0597607E+001,-7.5207427E+000,-2.2146619E+001,-2.7991859E-001, 1.8260315E-003, 0.0000000E+000, 0.0000000E+000, 4.8938614E-001, 6.5215236E-001, 0.0000000E+000, 1.5247584E-003, 0.0000000E+000, 0.0000000E+000
 1.2000308E+001, 3.2179463E+001,-7.8040886E+000,-2.4215102E+001,-2.6807958E-001, 1.8024975E-003, 0.0000000E+000, 0.0000000E+000,-2.6601237E-001,-1.0600483E-001, 0.0000000E+000, 1.5906565E-003, 0.0000000E+000, 0.0000000E+000
 1.4000326E+001, 3.3870015E+001,-8.1799488E+000,-2.4941578E+001,-2.7657720E-001, 1.7870793E-003, 0.0000000E+000, 0.0000000E+000, 3.2407355E-001, 4.7369832E-001, 0.0000000E+000, 1.6304486E-003, 0.0000000E+000, 0.0000000E+000
 1.6000345E+001, 3.3596127E+001,-8.1229432E+000,-2.4670182E+001,-2.7017880E-001, 1.7945575E-003, 0.0000000E+000, 0.0000000E+000, 3.8758318E-001, 5.3461747E-001, 0.0000000E+000, 1.6798421E-003, 0.0000000E+000, 0.0000000E+000
 1.8000160E+001, 3.4164607E+001,-8.3119821E+000,-2.6215336E+001,-2.5487568E-001, 1.6862925E-003, 0.0000000E+000, 0.0000000E+000,-7.7506660E-001,-6.1590030E-001, 0.0000000E+000, 1.6983643E-003, 0.0000000E+000, 0.0000000E+000
 2.0000385E+001, 3.4699541E+001,-8.4912691E+000,-2.5575244E+001,-2.5184633E-001, 1.6690295E-003, 0.0000000E+000, 0.0000000E+000, 2.2273589E-001, 3.8285125E-001, 0.0000000E+000, 1.7057853E-003, 0.0000000E+000, 0.0000000E+000
 2.2000017E+001, 3.5464441E+001,-8.6257746E+000,-2.6812978E+001,-2.5794480E-001, 1.6906424E-003, 0.0000000E+000, 0.0000000E+000,-3.7953785E-001,-2.3056562E-001, 0.0000000E+000, 1.7354912E-003, 0.0000000E+000, 0.0000000E+000
 2.4000095E+001, 3.5711088E+001,-8.6627962E+000,-2.6033251E+001,-2.6477373E-001, 1.6803607E-003, 0.0000000E+000, 0.0000000E+000, 6.0730592E-001, 7.5194832E-001, 0.0000000E+000, 1.7664642E-003, 0.0000000E+000, 0.0000000E+000
